window,feature,ic_cross,icir_cross,ic_pos_ratio,coverage,ic_ts,grade
full,profit_yoy_lag1,0.02057194395414897,0.1509054781607272,0.5531686358754028,0.23136182902584493,0.000913103748815656,high
full,unlock_return_30d_ma5,0.0205426356940543,0.1462733706274553,0.5555555555555556,0.01341948310139165,-0.006033712484781486,high
full,market_state_volatile_ma5_lag10,0.02029841088513764,0.2142002992103391,0.38461538461538464,0.0032306163021868788,0.00853597167894868,high
full,market_state_weak_ma10_lag3,0.020143298216607992,0.12082333161517614,0.5275590551181102,0.031560636182902585,-0.009481315798443846,high
full,max_5d,0.019575601349426083,0.097007754912549,0.5355367793240556,1.0,0.02234440880273498,high
full,north_hold_pct_lag2,0.010143454899498465,0.0619082061533667,0.542608695652174,0.4286779324055666,-0.021120549220289223,high
full,north_hold_pct_ma5,0.009846245147125246,0.05944460439662307,0.541988950276243,0.44980119284294234,-0.020650757485272786,high
full,north_hold_pct_ma10,0.009103414396055342,0.05492163053739114,0.5393939393939394,0.4510437375745527,-0.02047557129322544,high
full,north_hold_pct_ma20,0.008418127573594648,0.05064477537148712,0.5304109589041096,0.45352882703777336,-0.021355892773093455,high
full,shibor_O_N_lag1,0.008145144340434498,0.050838608265236916,0.5169811320754717,0.0658548707753479,-0.02116017203155985,high
full,gap_down_pct,0.006342687468424992,0.04371564038814717,0.5227781926811053,0.9982604373757455,0.02294284979826014,high
full,shibor_O_N_lag2,0.006092125506871026,0.03877944621860955,0.49732620320855614,0.09294234592445327,-0.021117657512013183,high
full,menv_m1_m2_spread_z20,0.005539730767620656,0.039923461755448614,0.5319940476190477,0.33399602385685884,0.020570663505119813,high
full,fx_jpy_cny_accel,0.005372375421902951,0.03846626059083619,0.5207612456747405,0.4309145129224652,0.023098655687468266,high
full,mkt_cap_total_z_lag20,0.00531019580830957,0.040326330797035966,0.516295025728988,0.1448807157057654,-0.024478654022857236,high
full,menv_m1_m2_spread_z20_lag1,0.004125313296245514,0.029506036305198876,0.5238784370477568,0.34343936381709744,0.020603262534353184,high
full,menv_regime_z_std20_lag10,0.003140830571139122,0.024805163259496915,0.5117691723614275,0.654572564612326,-0.020341565373966166,high
full,ind_pct_up_accel,0.002507576028744099,0.01820003701607908,0.5005567928730512,0.4463220675944334,-0.023253054236717276,high
full,investor_new_z_std20,0.0024697963418102062,0.018886493716607673,0.4946695095948827,0.2331013916500994,-0.021515750936885118,high
full,menv_m1_m2_spread_z20_lag10,0.0017896588358404875,0.013201186939259018,0.4951278928136419,0.408051689860835,0.02052577300450676,high
full,obv,0.0017703571324265842,0.012725131621730081,0.49826043737574555,1.0,-0.02891521333984768,high
full,north_hold_pct_std20,0.0013481568556040272,0.008399012522008737,0.5183561643835617,0.45352882703777336,-0.022357833003280647,high
full,bond_cn_10y_z20,0.001089085663058143,0.007984148884777414,0.4939550949913644,0.4316600397614314,-0.02347213051782293,high
full,menv_m1_m2_spread_std20_lag20,0.0010516447339230953,0.008209407211435281,0.5100817438692098,0.45601391650099404,-0.023393612311999414,high
full,menv_shibor_1m_z_std20_lag10,0.0008445697815823525,0.006638406409727426,0.502207948615014,0.6190357852882704,-0.02122794771695922,high
full,up_count_ma5,0.0006073681892916816,0.00359836541135163,0.49875489149768765,0.6985586481113321,-0.021445631762973226,high
full,momentum_5d_ma5_lag20,0.0005244432668505097,0.003236836183939868,0.5030498744169358,0.6925944333996024,-0.020183116973637446,high
full,has_pledge_lag2,0.00034337244090228196,0.0024751658400102533,0.49875745526838966,1.0,-0.020374316131270925,high
full,has_pledge_lag1,0.00034286440247276303,0.0024712689135540037,0.49875745526838966,1.0,-0.020219655703223288,high
full,shibor_O_N,0.0003201275514005011,0.0019132774205197949,0.49645390070921985,0.035039761431411534,-0.02202227606050332,high
full,has_pledge_ma5,0.00031294521096580805,0.002255897375763769,0.4985089463220676,1.0,-0.02018603251786883,high
full,has_pledge,0.000306876123542278,0.0022121039899372793,0.4985089463220676,1.0,-0.020366261480537516,high
full,has_pledge_lag5,0.0003015116646819071,0.002173077297713873,0.49875745526838966,1.0,-0.020398954823343498,high
full,has_pledge_ma10,0.0002981195753723175,0.0021489451468882904,0.49801192842942343,1.0,-0.020342674781653254,high
